994 ,ulica Fajansowa                                          ,ulicy Fajansowej                                                                ,ul. Fajansowa
995 ,ulica Falenicka                                          ,ulicy Falenickiej                                                               ,ul. Falenicka
996 ,ulica Falentyńska                                        ,ulicy Falentyńskiej                                                             ,ul. Falentyńska
997 ,ulica Falęcka                                            ,ulicy Falęckiej                                                                 ,ul. Falęcka
998 ,ulica Falkowska                                          ,ulicy Falkowskiej                                                               ,ul. Falkowska
999 ,ulica Mariana Falskiego                                  ,ulicy Mariana Falskiego                                                         ,ul. M. Falskiego
1000,ulica Juliana Fałata                                     ,ulicy Juliana Fałata                                                            ,ul. J. Fałata
1001,ulica Familijna                                          ,ulicy Familijnej                                                                ,ul. Familijna
1002,ulica Fanfarowa                                          ,ulicy Fanfarowej                                                                ,ul. Fanfarowa
1003,ulica Fantazyjna                                         ,ulicy Fantazyjnej                                                               ,ul. Fantazyjna
1004,ulica Michaela Faradaya                                  ,ulicy Michaela Faradaya                                                         ,ul. M. Faradaya
1005,ulica Faraona                                            ,ulicy Faraona                                                                   ,ul. Faraona
1006,ulica Farbiarska                                         ,ulicy Farbiarskiej                                                              ,ul. Farbiarska
1007,ulica Farysa                                             ,ulicy Farysa                                                                    ,ul. Farysa
1008,ulica Fasolowa                                           ,ulicy Fasolowej                                                                 ,ul. Fasolowa
1009,ulica Fausta                                             ,ulicy Fausta                                                                    ,ul. Fausta
1010,ulica Fawory                                             ,ulicy Fawory                                                                    ,ul. Fawory
1011,ulica Alojzego Felińskiego                               ,ulicy Alojzego Felińskiego                                                      ,ul. A. Felińskiego
1012,ulica Mieczysława Fersta                                 ,ulicy Mieczysława Fersta                                                        ,ul. M. Fersta
1013,Rondo gen. Augusta Emila Fieldorfa „Nila”                ,Ronda gen. Augusta Emila Fieldorfa „Nila”                                       ,Rondo gen. A. E. Fieldorfa „Nila”
1014,ulica gen. Augusta Emila Fieldorfa „Nila”                ,ulicy gen. Augusta EmilaFieldorfa „Nila”                                        ,ul. gen. A. E. Fieldorfa „Nila”
1015,ulica Figara                                             ,ulicy Figara                                                                    ,ul. Figara
1016,ulica Figiel                                             ,ulicy Figiel                                                                    ,ul. Figiel
1017,ulica Figowa                                             ,ulicy Figowej                                                                   ,ul. Figowa
1018,"Skwer Tadeusza, Marii, Barbary, Włodzimierza Fijewskich","Skweru Tadeusza, Marii,Barbary, Włodzimierza Fijewskich"                       ,Skwer Fijewskich
1019,ulica Filarecka                                          ,ulicy Filareckiej                                                               ,ul. Filarecka
1020,ulica Filipinki                                          ,ulicy Filipinki                                                                 ,ul. Filipinki
1021,ulica Filmowa                                            ,ulicy Filmowej                                                                  ,ul. Filmowa
1022,ulica Filomatów                                          ,ulicy Filomatów                                                                 ,ul. Filomatów
1023,ulica Filona                                             ,ulicy Filona                                                                    ,ul. Filona
1024,ulica Filtrowa                                           ,ulicy Filtrowej                                                                 ,ul. Filtrowa
1025,ulica Finałowa                                           ,ulicy Finałowej                                                                 ,ul. Finałowa
1026,ulica Finlandzka                                         ,ulicy Finlandzkiej                                                              ,ul. Finlandzka
1027,ulica Fińska                                             ,ulicy Fińskiej                                                                  ,ul. Fińska
1028,ulica Fioletowa                                          ,ulicy Fioletowej                                                                ,ul. Fioletowa
1029,ulica Fiołków                                            ,ulicy Fiołków                                                                   ,ul. Fiołków
1030,ulica Fiołków                                            ,ulicy Fiołków                                                                   ,ul. Fiołków
1031,ulica Firletki                                           ,ulicy Firletki                                                                  ,ul. Firletki
1032,ulica Stanisława Fiszera                                 ,ulicy Stanisława Fiszera                                                        ,ul. S. Fiszera
1033,ulica Grzegorza Fitelberga                               ,ulicy Grzegorza Fitelberga                                                      ,ul. G. Fitelberga
1034,ulica Fizyków                                            ,ulicy Fizyków                                                                   ,ul. Fizyków
1035,ulica Fizylierów                                         ,ulicy Fizylierów                                                                ,ul. Fizylierów
1036,ulica Flagowa                                            ,ulicy Flagowej                                                                  ,ul. Flagowa
1037,ulica Flamenco                                           ,ulicy Flamenco                                                                  ,ul. Flamenco
1038,ulica ks. Jana Flazińskiego                              ,ulicy ks. Jana Flazińskiego                                                     ,ul. ks. J. Flazińskiego
1039,ulica Aleksandra Fleminga                                ,ulicy Aleksandra Fleminga                                                       ,ul. A. Fleminga
1040,ulica Fletniowa                                          ,ulicy Fletniowej                                                                ,ul. Fletniowa
1041,ulica Marcina Flisa                                      ,ulicy Marcina Flisa                                                             ,ul. M. Flisa
1042,ulica Flisaków                                           ,ulicy Flisaków                                                                  ,ul. Flisaków
1043,ulica Floksów                                            ,ulicy Floksów                                                                   ,ul. Floksów
1044,ulica Floriana                                           ,ulicy Floriana                                                                  ,ul. Floriana
1045,ulica Floriańska                                         ,ulicy Floriańskiej                                                              ,ul. Floriańska
1046,ulica Flory                                              ,ulicy Flory                                                                     ,ul. Flory
1047,ulica Flory                                              ,ulicy Flory                                                                     ,ul. Flory
1048,Bulwar Flotylli Wiślanej                                 ,Bulwaru Flotylli Wiślanej                                                       ,Bulwar Flotylli Wiślanej
1049,ulica marsz. Ferdynanda Focha                            ,ulicy marsz. Ferdynanda Focha                                                   ,ul. marsz. F. Focha
1050,Skwer Mieczysława Fogga                                  ,Skweru Mieczysława Fogga                                                        ,Skwer M. Fogga
1051,ulica Foksal                                             ,ulicy Foksal                                                                    ,ul. Foksal
1052,ulica Foliałowa                                          ,ulicy Foliałowej                                                                ,ul. Foliałowa
1053,ulica Folwarczna                                         ,ulicy Folwarcznej                                                               ,ul. Folwarczna
1054,ulica Edwarda Fondamińskiego                             ,ulicy Edwarda Fondamińskiego                                                    ,ul. E. Fondamińskiego
1055,ulica Antoniego Fontany                                  ,ulicy Antoniego Fontany                                                         ,ul. A. Fontany
1056,ulica Forsycji                                           ,ulicy Forsycji                                                                  ,ul. Forsycji
1057,ulica Forsycji                                           ,ulicy Forsycji                                                                  ,ul. Forsycji
1058,ulica Fort Wola                                          ,ulicy Fort Wola                                                                 ,ul. Fort Wola
1059,ulica Forteczna                                          ,ulicy Fortecznej                                                                ,ul. Forteczna
1060,ulica Fortel                                             ,ulicy Fortel                                                                    ,ul. Fortel
1061,ulica Fortowa                                            ,ulicy Fortowej                                                                  ,ul. Fortowa
1062,ulica Fortuny                                            ,ulicy Fortuny                                                                   ,ul. Fortuny
1063,ulica Fosa                                               ,ulicy Fosa                                                                      ,ul. Fosa
1064,ulica Frachtowa                                          ,ulicy Frachtowej                                                                ,ul. Frachtowa
1065,ulica św. Franciszka Salezego                            ,ulicy św. Franciszka Salezego                                                   ,ul. św. Franciszka Salezego
1066,ulica Franciszkańska                                     ,ulicy Franciszkańskiej                                                          ,ul. Franciszkańska
1067,ulica Francuska                                          ,ulicy Francuskiej                                                               ,ul. Francuska
1068,ulica Frascati                                           ,ulicy Frascati                                                                  ,ul. Frascati
1069,ulica Petera Frasera                                     ,ulicy Petera Frasera                                                            ,ul. P. Frasera
1070,ulica Fraszka                                            ,ulicy Fraszka                                                                   ,ul. Fraszka
1071,ulica Fraszki                                            ,ulicy Fraszki                                                                   ,ul. Fraszki
1072,ulica Aleksandra Fredry                                  ,ulicy Aleksandra Fredry                                                         ,ul. A. Fredry
1074,ulica Fregaty                                            ,ulicy Fregaty                                                                   ,ul. Fregaty
1075,ulica Mieczysława Frenkla                                ,ulicy Mieczysława Frenkla                                                       ,ul. M. Frenkla
1076,ulica Freta                                              ,ulicy Freta                                                                     ,ul. Freta
1077,ulica Frezji                                             ,ulicy Frezji                                                                    ,ul. Frezji
1078,ulica Fromborska                                         ,ulicy Fromborskiej                                                              ,ul. Fromborska
1079,ulica Frontowa                                           ,ulicy Frontowej                                                                 ,ul. Frontowa
1080,ulica Andrzeja Frycza Modrzewskiego                      ,ulicy Andrzeja FryczaModrzewskiego                                              ,ul. A. Frycza Modrzewskiego
1081,ulica Frygijska                                          ,ulicy Frygijskiej                                                               ,ul. Frygijska
1082,ulica Frysztacka                                         ,ulicy Frysztackiej                                                              ,ul. Frysztacka
1083,ulica Juliusa Fučíka                                     ,ulicy Juliusa Fučíka                                                            ,ul. J. Fučíka
1084,ulica Fukierów                                           ,ulicy Fukierów                                                                  ,ul. Fukierów
1085,ulica Fuksji                                             ,ulicy Fuksji                                                                    ,ul. Fuksji
1086,ulica Fundamentowa                                       ,ulicy Fundamentowej                                                             ,ul. Fundamentowa
1087,ulica Furmańska                                          ,ulicy Furmańskiej                                                               ,ul. Furmańska
1088,ulica Gabriela                                           ,ulicy Gabriela                                                                  ,ul. Gabriela
1089,ulica Jurija Gagarina                                    ,ulicy Jurija Gagarina                                                           ,ul. J. Gagarina
1090,ulica Gaik                                               ,ulicy Gaik                                                                      ,ul. Gaik
1091,ulica Tadeusza Gajcego                                   ,ulicy Tadeusza Gajcego                                                          ,ul. T. Gajcego
1092,ulica Gajdy                                              ,ulicy Gajdy                                                                     ,ul. Gajdy
1093,ulica Aleksandra Gajkowicza                              ,ulicy Aleksandra Gajkowicza                                                     ,ul. A. Gajkowicza
1094,ulica Gajowa                                             ,ulicy Gajowej                                                                   ,ul. Gajowa
1095,ulica Gajowa                                             ,ulicy Gajowej                                                                   ,ul. Gajowa
1096,ulica Galaktyki                                          ,ulicy Galaktyki                                                                 ,ul. Galaktyki
1097,ulica Galijska                                           ,ulicy Galijskiej                                                                ,ul. Galijska
1098,ulica Galileusza                                         ,ulicy Galileusza                                                                ,ul. Galileusza
1099,ulica Galla Anonima                                      ,ulicy Galla Anonima                                                             ,ul. Galla Anonima
1100,ulica Galopu                                             ,ulicy Galopu                                                                    ,ul. Galopu
1101,ulica Konstantego Ildefonsa Gałczyńskiego                ,ulicy Konstantego IldefonsaGałczyńskiego                                        ,ul. K. I. Gałczyńskiego
1102,ulica Tylmana Gamerskiego                                ,ulicy Tylmana Gamerskiego                                                       ,ul. T. Gamerskiego
1103,ulica Indiry Gandhi                                      ,ulicy Indiry Gandhi                                                             ,ul. I. Gandhi
1104,ulica Mahatmy Gandhiego                                  ,ulicy Mahatmy Gandhiego                                                         ,ul. M. Gandhiego
1105,ulica Garażowa                                           ,ulicy Garażowej                                                                 ,ul. Garażowa
1106,ulica Garbarska                                          ,ulicy Garbarskiej                                                               ,ul. Garbarska
1107,ulica Kajetana Garbińskiego                              ,ulicy Kajetana Garbińskiego                                                     ,ul. K. Garbińskiego
1108,ulica Gardenii                                           ,ulicy Gardenii                                                                  ,ul. Gardenii
1109,ulica Giuseppe Garibaldiego                              ,ulicy Giuseppe Garibaldiego                                                     ,ul. G. Garibaldiego
1110,ulica Garłaczy                                           ,ulicy Garłaczy                                                                  ,ul. Garłaczy
1111,ulica Garncarska                                         ,ulicy Garncarskiej                                                              ,ul. Garncarska
1112,ulica Garwolińska                                        ,ulicy Garwolińskiej                                                             ,ul. Garwolińska
1113,ulica Gawędziarzy                                        ,ulicy Gawędziarzy                                                               ,ul. Gawędziarzy
1114,ulica Jana Gawińskiego                                   ,ulicy Jana Gawińskiego                                                          ,ul. J. Gawińskiego
1115,ulica Gawota                                             ,ulicy Gawota                                                                    ,ul. Gawota
1116,ulica Gazowa                                             ,ulicy Gazowej                                                                   ,ul. Gazowa
1117,ulica Gąbińska                                           ,ulicy Gąbińskiej                                                                ,ul. Gąbińska
1118,ulica Gąsek                                              ,ulicy Gąsek                                                                     ,ul. Gąsek
1119,ulica Gąsienicowa                                        ,ulicy Gąsienicowej                                                              ,ul. Gąsienicowa
1120,ulica Wacława Gąsiorowskiego                             ,ulicy Wacława Gąsiorowskiego                                                    ,ul. W. Gąsiorowskiego
1121,ulica Natalii Gąsiorowskiej                              ,ulicy Natalii Gąsiorowskiej                                                     ,ul. N. Gąsiorowskiej
1122,ulica Gąsocińska                                         ,ulicy Gąsocińskiej                                                              ,ul. Gąsocińska
1123,ulica Gdańska                                            ,ulicy Gdańskiej                                                                 ,ul. Gdańska
1124,Most Gdański                                             ,Mostu Gdańskiego                                                                ,Most Gdański
1125,ulica Gdecka                                             ,ulicy Gdeckiej                                                                  ,ul. Gdecka
1126,ulica Gdyńska                                            ,ulicy Gdyńskiej                                                                 ,ul. Gdyńska
1127,ulica Gedymina                                           ,ulicy Gedymina                                                                  ,ul. Gedymina
1128,ulica Bronisława Gembarzewskiego                         ,ulicy Bronisława Gembarzewskiego                                                ,ul. B. Gembarzewskiego
1129,ulica Genewska                                           ,ulicy Genewskiej                                                                ,ul. Genewska
1130,ulica Geodetów                                           ,ulicy Geodetów                                                                  ,ul. Geodetów
1131,ulica Geodezyjna                                         ,ulicy Geodezyjnej                                                               ,ul. Geodezyjna
1132,ulica Geograficzna                                       ,ulicy Geograficznej                                                             ,ul. Geograficzna
1133,ulica Geologiczna                                        ,ulicy Geologicznej                                                              ,ul. Geologiczna
1134,ulica Geometryczna                                       ,ulicy Geometrycznej                                                             ,ul. Geometryczna
1135,ulica Geranii                                            ,ulicy Geranii                                                                   ,ul. Geranii
1136,ulica Gerberowa                                          ,ulicy Gerberowej                                                                ,ul. Gerberowa
1137,ulica Anny German                                        ,ulicy Anny German                                                               ,ul. A. German
1138,ulica Wojciecha Gersona                                  ,ulicy Wojciecha Gersona                                                         ,ul. W. Gersona
1139,ulica Gerwazego                                          ,ulicy Gerwazego                                                                 ,ul. Gerwazego
1140,ulica Gębicka                                            ,ulicy Gębickiej                                                                 ,ul. Gębicka
1141,ulica Zbigniewa Gęsickiego „Juno”                        ,ulicy Zbigniewa Gęsickiego „Juno”                                               ,ul. Z. Gęsickiego „Juno”
1142,ulica Gęsta                                              ,ulicy Gęstej                                                                    ,ul. Gęsta
1143,ulica Gęślarska                                          ,ulicy Gęślarskiej                                                               ,ul. Gęślarska
1144,ulica Edwarda Gibalskiego                                ,ulicy Edwarda Gibalskiego                                                       ,ul. E. Gibalskiego
1145,ulica Gibraltarska                                       ,ulicy Gibraltarskiej                                                            ,ul. Gibraltarska
1146,ulica Bolesława Gidzińskiego                             ,ulicy Bolesława Gidzińskiego                                                    ,ul. B. Gidzińskiego
1147,Skwer Jerzego Giedroycia                                 ,Skweru Jerzego Giedroycia                                                       ,Skwer J. Giedroycia
1148,ulica Giełdowa                                           ,ulicy Giełdowej                                                                 ,ul. Giełdowa
1149,ulica Emilii Gierczak                                    ,ulicy Emilii Gierczak                                                           ,ul. E. Gierczak
1150,ulica Gierdawska                                         ,ulicy Gierdawskiej                                                              ,ul. Gierdawska
1151,ulica Kazimierza Gierdziejewskiego                       ,ulicy Kazimierza Gierdziejewskiego                                              ,ul. K. Gierdziejewskiego
1152,ulica Giermków                                           ,ulicy Giermków                                                                  ,ul. Giermków
1153,ulica Aleksandra Gierymskiego                            ,ulicy Aleksandra Gierymskiego                                                   ,ul. A. Gierymskiego
1154,ulica Giewont                                            ,ulicy Giewont                                                                   ,ul. Giewont
1155,ulica Aleksandra Gieysztora                              ,ulicy Aleksandra Gieysztora                                                     ,ul. A. Gieysztora
1156,ulica Gilarska                                           ,ulicy Gilarskiej                                                                ,ul. Gilarska
1157,ulica Gimnastyczna                                       ,ulicy Gimnastycznej                                                             ,ul. Gimnastyczna
1158,ulica Gimnazjalna                                        ,ulicy Gimnazjalnej                                                              ,ul. Gimnazjalna
1159,ulica Gitarowa                                           ,ulicy Gitarowej                                                                 ,ul. Gitarowa
1160,ulica Gizów                                              ,ulicy Gizów                                                                     ,ul. Gizów
1161,Aleja Władysława Giżyckiego                              ,Alei Władysława Giżyckiego                                                      ,al. W. Giżyckiego
1162,ulica Gladioli                                           ,ulicy Gladioli                                                                  ,ul. Gladioli
1163,ulica Glebowa                                            ,ulicy Glebowej                                                                  ,ul. Glebowa
1164,ulica Glicynii                                           ,ulicy Glicynii                                                                  ,ul. Glicynii
1165,ulica Gliwicka                                           ,ulicy Gliwickiej                                                                ,ul. Gliwicka
1166,ulica Globusowa                                          ,ulicy Globusowej                                                                ,ul. Globusowa
1167,ulica Zygmunta Glogera                                   ,ulicy Zygmunta Glogera                                                          ,ul. Z. Glogera
1168,ulica Gładka                                             ,ulicy Gładkiej                                                                  ,ul. Gładka
1169,ulica Głębocka                                           ,ulicy Głębockiej                                                                ,ul. Głębocka
1170,ulica Głęboka                                            ,ulicy Głębokiej                                                                 ,ul. Głęboka
1171,ulica Głogowa                                            ,ulicy Głogowej                                                                  ,ul. Głogowa
1172,ulica Głogowska                                          ,ulicy Głogowskiej                                                               ,ul. Głogowska
1173,ulica Bartosza Głowackiego                               ,ulicy Bartosza Głowackiego                                                      ,ul. B. Głowackiego
1174,ulica Bartosza Głowackiego                               ,ulicy Bartosza Głowackiego                                                      ,ul. B. Głowackiego
1175,ulica Główna                                             ,ulicy Głównej                                                                   ,ul. Główna
1176,ulica Głubczycka                                         ,ulicy Głubczyckiej                                                              ,ul. Głubczycka
1177,ulica Głucha                                             ,ulicy Głuchej                                                                   ,ul. Głucha
1178,ulica Głucha                                             ,ulicy Głuchej                                                                   ,ul. Głucha
1179,ulica Głuszca                                            ,ulicy Głuszca                                                                   ,ul. Głuszca
1180,ulica Głuszycka                                          ,ulicy Głuszyckiej                                                               ,ul. Głuszycka
1181,ulica Gniazdowska                                        ,ulicy Gniazdowskiej                                                             ,ul. Gniazdowska
1182,ulica Gniewkowska                                        ,ulicy Gniewkowskiej                                                             ,ul. Gniewkowska
1183,ulica Gnieźnieńska                                       ,ulicy Gnieźnieńskiej                                                            ,ul. Gnieźnieńska
1184,ulica Gocławska                                          ,ulicy Gocławskiej                                                               ,ul. Gocławska
1185,ulica Goczałkowicka                                      ,ulicy Goczałkowickiej                                                           ,ul. Goczałkowicka
1186,ulica Cypriana Godebskiego                               ,ulicy Cypriana Godebskiego                                                      ,ul. C. Godebskiego
1187,ulica Cypriana Godebskiego                               ,ulicy Cypriana Godebskiego                                                      ,ul. C. Godebskiego
1188,ulica Godlewska                                          ,ulicy Godlewskiej                                                               ,ul. Godlewska
1189,ulica Godowska                                           ,ulicy Godowskiej                                                                ,ul. Godowska
1190,Aleja Godziny „W”                                        ,Alei Godziny „W”                                                                ,al. Godziny „W”
1191,ulica Godziszowska                                       ,ulicy Godziszowskiej                                                            ,ul. Godziszowska
1192,ulica Gogolińska                                         ,ulicy Gogolińskiej                                                              ,ul. Gogolińska
1193,ulica Poli Gojawiczyńskiej                               ,ulicy Poli Gojawiczyńskiej                                                      ,ul. P. Gojawiczyńskiej
1194,ulica Carla Goldoniego                                   ,ulicy Carla Goldoniego                                                          ,ul. C. Goldoniego
1195,ulica Goleszowska                                        ,ulicy Goleszowskiej                                                             ,ul. Goleszowska
1196,ulica Golędzinowska                                      ,ulicy Golędzinowskiej                                                           ,ul. Golędzinowska
1197,ulica Golfowa                                            ,ulicy Golfowej                                                                  ,ul. Golfowa
1198,ulica Goławicka                                          ,ulicy Goławickiej                                                               ,ul. Goławicka
1199,ulica Gołdapska                                          ,ulicy Gołdapskiej                                                               ,ul. Gołdapska
1200,ulica Gołębia                                            ,ulicy Gołębiej                                                                  ,ul. Gołębia
1201,ulica Łukasza Gołębiowskiego                             ,ulicy Łukasza Gołębiowskiego                                                    ,ul. Ł. Gołębiowskiego
1202,ulica Gołkowska                                          ,ulicy Gołkowskiej                                                               ,ul. Gołkowska
1203,ulica Gołuchowska                                        ,ulicy Gołuchowskiej                                                             ,ul. Gołuchowska
1204,ulica Witolda Gombrowicza                                ,ulicy Witolda Gombrowicza                                                       ,ul. W. Gombrowicza
1205,ulica Mikołaja Gomółki                                   ,ulicy Mikołaja Gomółki                                                          ,ul. M. Gomółki
1206,ulica Wiktora Gomulickiego                               ,ulicy Wiktora Gomulickiego                                                      ,ul. W. Gomulickiego
1207,ulica Gontarska                                          ,ulicy Gontarskiej                                                               ,ul. Gontarska
1208,ulica Marii Ludwiki Gonzagi                              ,ulicy Marii Ludwiki Gonzagi                                                     ,ul. Marii Ludwiki Gonzagi
1209,ulica Goplańska                                          ,ulicy Goplańskiej                                                               ,ul. Goplańska
1210,ulica Gorajska                                           ,ulicy Gorajskiej                                                                ,ul. Gorajska
1211,ulica Goraszewska                                        ,ulicy Goraszewskiej                                                             ,ul. Goraszewska
1212,ulica Gorlicka                                           ,ulicy Gorlickiej                                                                ,ul. Gorlicka
1213,ulica Goryczkowa                                         ,ulicy Goryczkowej                                                               ,ul. Goryczkowa
1214,ulica Gorzelnicza                                        ,ulicy Gorzelniczej                                                              ,ul. Gorzelnicza
1215,ulica Gorzkiewki                                         ,ulicy Gorzkiewki                                                                ,ul. Gorzkiewki
1216,ulica Gorzykowska                                        ,ulicy Gorzykowskiej                                                             ,ul. Gorzykowska
1217,ulica Gospodarcza                                        ,ulicy Gospodarczej                                                              ,ul. Gospodarcza
1218,ulica Gostyńska                                          ,ulicy Gostyńskiej                                                               ,ul. Gostyńska
1219,ulica Seweryna Goszczyńskiego                            ,ulicy Seweryna Goszczyńskiego                                                   ,ul. S. Goszczyńskiego
1220,ulica Gościeradowska                                     ,ulicy Gościeradowskiej                                                          ,ul. Gościeradowska
1221,ulica Gościniec                                          ,ulicy Gościniec                                                                 ,ul. Gościniec
1222,ulica Gościniec                                          ,ulicy Gościniec                                                                 ,ul. Gościniec
1223,ulica Gościnna                                           ,ulicy Gościnnej                                                                 ,ul. Gościnna
1224,ulica Gotarda                                            ,ulicy Gotarda                                                                   ,ul. Gotarda
1225,ulica Gotycka                                            ,ulicy Gotyckiej                                                                 ,ul. Gotycka
1226,ulica Goworka                                            ,ulicy Goworka                                                                   ,ul. Goworka
1227,ulica Goworowska                                         ,ulicy Goworowskiej                                                              ,ul. Goworowska
1228,ulica Gozdawitów                                         ,ulicy Gozdawitów                                                                ,ul. Gozdawitów
1229,ulica Goździków                                          ,ulicy Goździków                                                                 ,ul. Goździków
1230,ulica Góralska                                           ,ulicy Góralskiej                                                                ,ul. Góralska
1231,ulica Górczewska                                         ,ulicy Górczewskiej                                                              ,ul. Górczewska
1232,ulica Górna                                              ,ulicy Górnej                                                                    ,ul. Górna
1233,ulica Górna                                              ,ulicy Górnej                                                                    ,ul. Górna
1234,ulica Górna Droga                                        ,ulicy Górna Droga                                                               ,ul. Górna Droga
1235,ulica Łukasza Górnickiego                                ,ulicy Łukasza Górnickiego                                                       ,ul. Ł. Górnickiego
1236,ulica Górnośląska                                        ,ulicy Górnośląskiej                                                             ,ul. Górnośląska
1237,ulica Górska                                             ,ulicy Górskiej                                                                  ,ul. Górska
1238,ulica Wojciecha Górskiego                                ,ulicy Wojciecha Górskiego                                                       ,ul. W. Górskiego
1239,ulica Grabalówki                                         ,ulicy Grabalówki                                                                ,ul. Grabalówki
1240,ulica Grabiny                                            ,ulicy Grabiny                                                                   ,ul. Grabiny
1241,ulica Grabowa                                            ,ulicy Grabowej                                                                  ,ul. Grabowa
1242,ulica Grabowska                                          ,ulicy Grabowskiej                                                               ,ul. Grabowska
1243,ulica Antoniego Grabowskiego                             ,ulicy Antoniego Grabowskiego                                                    ,ul. A. Grabowskiego
1244,ulica Władysława Jana Grabskiego                         ,ulicy Władysława Jana Grabskiego                                                ,ul. W. J. Grabskiego
1245,ulica Grafitowa                                          ,ulicy Grafitowej                                                                ,ul. Grafitowa
1246,ulica Grajewska                                          ,ulicy Grajewskiej                                                               ,ul. Grajewska
1247,ulica Graniczna                                          ,ulicy Granicznej                                                                ,ul. Graniczna
1248,ulica Graniczna                                          ,ulicy Granicznej                                                                ,ul. Graniczna
1249,ulica Granitowa                                          ,ulicy Granitowej                                                                ,ul. Granitowa
1250,ulica Granitowa                                          ,ulicy Granitowej                                                                ,ul. Granitowa
1251,ulica Granowska                                          ,ulicy Granowskiej                                                               ,ul. Granowska
1252,ulica Gratyny                                            ,ulicy Gratyny                                                                   ,ul. Gratyny
1253,ulica Grawerska                                          ,ulicy Grawerskiej                                                               ,ul. Grawerska
1254,ulica Grażyny                                            ,ulicy Grażyny                                                                   ,ul. Grażyny
1255,ulica Grecka                                             ,ulicy Greckiej                                                                  ,ul. Grecka
1256,ulica Grenadierów                                        ,ulicy Grenadierów                                                               ,ul. Grenadierów
1257,ulica Grenady                                            ,ulicy Grenady                                                                   ,ul. Grenady
1258,ulica Grębałowska                                        ,ulicy Grębałowskiej                                                             ,ul. Grębałowska
1259,ulica Gręplarska                                         ,ulicy Gręplarskiej                                                              ,ul. Gręplarska
1260,ulica Grobelska                                          ,ulicy Grobelskiej                                                               ,ul. Grobelska
1261,ulica Grocholicka                                        ,ulicy Grocholickiej                                                             ,ul. Grocholicka
1262,ulica Stanisława Grochowiaka                             ,ulicy Stanisława Grochowiaka                                                    ,ul. S. Grochowiaka
1263,ulica Grochowska                                         ,ulicy Grochowskiej                                                              ,ul. Grochowska
1264,ulica Kazimierza Grodeckiego                             ,ulicy Kazimierza Grodeckiego                                                    ,ul. K. Grodeckiego
1265,ulica Grodkowska                                         ,ulicy Grodkowskiej                                                              ,ul. Grodkowska
1266,ulica Grodzieńska                                        ,ulicy Grodzieńskiej                                                             ,ul. Grodzieńska
1267,ulica Grodziska                                          ,ulicy Grodziskiej                                                               ,ul. Grodziska
1268,ulica Grodzka                                            ,ulicy Grodzkiej                                                                 ,ul. Grodzka
1269,ulica Franciszka Groëra                                  ,ulicy Franciszka Groëra                                                         ,ul. F. Groëra
1270,ulica Gronowa                                            ,ulicy Gronowej                                                                  ,ul. Gronowa
1271,ulica Janusza Groszkowskiego                             ,ulicy Janusza Groszkowskiego                                                    ,ul. J. Groszkowskiego
1272,ulica Groszowicka                                        ,ulicy Groszowickiej                                                             ,ul. Groszowicka
1273,Most gen. Stefana Grota-Roweckiego                       ,""                                                                              ,Most gen. S. Grota-Roweckiego
1274,ulica Groteski                                           ,ulicy Groteski                                                                  ,ul. Groteski
1275,ulica Grotowska                                          ,ulicy Grotowskiej                                                               ,ul. Grotowska
